block,block_start,lambda,seed,method,model,risk,speed,gain,hazard,n_obs
19,2005-03-23,0.0,2,standard,standard,0.17984828352928162,1.157148838043213,0.16837885975837708,0.22545818753727995,281
0,2004-06-30,0.0,3,standard,standard,0.3648114502429962,0.0,0.0,0.0,332
1,2004-07-14,0.0,3,standard,standard,0.47646740078926086,0.589765727519989,0.056285206228494644,0.01957732380894917,213
2,2004-07-31,0.0,3,standard,standard,0.7094648480415344,2.501310348510742,0.03460261970758438,0.21649314004156592,195
3,2004-08-11,0.0,3,standard,standard,0.6043513417243958,1.4069782495498657,0.01153239794075489,0.02282939420721565,220
4,2004-08-25,0.0,3,standard,standard,0.45378369092941284,1.578414797782898,0.12472650408744812,0.31074277335554334,166
5,2004-09-08,0.0,3,standard,standard,0.4606291651725769,1.030644178390503,0.1610696017742157,0.17109254792771092,237
6,2004-09-22,0.0,3,standard,standard,0.24973365664482117,1.0603092908859253,0.030817829072475433,0.03464712284204416,201
7,2004-10-07,0.0,3,standard,standard,0.17565861344337463,2.3673222064971924,0.01297061052173376,0.07269008264370011,116
8,2004-10-20,0.0,3,standard,standard,0.24019896984100342,0.7426848411560059,0.16729292273521423,0.09227555968704954,322
9,2004-11-03,0.0,3,standard,standard,0.2651822865009308,4.305335521697998,0.037627384066581726,0.6974579533871162,305
10,2004-11-17,0.0,3,standard,standard,0.8547497391700745,1.8594954013824463,0.18910296261310577,0.6538656911377958,328
11,2004-12-01,0.0,3,standard,standard,0.3855343163013458,1.149946928024292,0.1877289116382599,0.2482485709386147,307
12,2004-12-17,0.0,3,standard,standard,1.4220048189163208,1.5976122617721558,0.017744382843375206,0.045290140632998396,237
13,2005-01-01,0.0,3,standard,standard,0.2971300780773163,1.4250354766845703,0.04000260308384895,0.08123433054272292,224
14,2005-01-12,0.0,3,standard,standard,0.7483320236206055,1.3407779932022095,0.015913410112261772,0.028607308636250158,279
15,2005-01-26,0.0,3,standard,standard,0.4688092768192291,2.018606662750244,0.08770602941513062,0.35738214822263104,296
16,2005-02-11,0.0,3,standard,standard,0.2779327929019928,1.3082793951034546,0.07297001034021378,0.12489510307160344,281
17,2005-02-23,0.0,3,standard,standard,0.4455472230911255,0.8407312631607056,0.07506314665079117,0.05305681315180699,331
18,2005-03-09,0.0,3,standard,standard,0.48374032974243164,2.808095932006836,0.03223832696676254,0.25421219254959787,320
19,2005-03-23,0.0,3,standard,standard,0.14974942803382874,1.157148838043213,0.124221570789814,0.16633186757230078,281
0,2004-06-30,0.0,4,standard,standard,0.29537326097488403,0.0,0.0,0.0,332
1,2004-07-14,0.0,4,standard,standard,0.3773219585418701,0.589765727519989,0.057148732244968414,0.019877678548227008,213
2,2004-07-31,0.0,4,standard,standard,0.6201625466346741,2.501310348510742,0.023996464908123016,0.1501351655382935,195
3,2004-08-11,0.0,4,standard,standard,0.5076836943626404,1.4069782495498657,0.009971904568374157,0.019740260573530514,220
4,2004-08-25,0.0,4,standard,standard,0.35353001952171326,1.578414797782898,0.11694171279668808,0.29134779669533967,166
5,2004-09-08,0.0,4,standard,standard,0.32006680965423584,1.030644178390503,0.18509650230407715,0.19661458054701383,237
6,2004-09-22,0.0,4,standard,standard,0.18669633567333221,1.0603092908859253,0.0318390354514122,0.03579522002873737,201
7,2004-10-07,0.0,4,standard,standard,0.1383359581232071,2.3673222064971924,0.016865573823451996,0.0945182921810745,116
8,2004-10-20,0.0,4,standard,standard,0.19304311275482178,0.7426848411560059,0.2035110890865326,0.11225280388999921,322
9,2004-11-03,0.0,4,standard,standard,0.2243637889623642,4.305335521697998,0.03799418732523918,0.7042569870277824,305
10,2004-11-17,0.0,4,standard,standard,0.9208356142044067,1.8594954013824463,0.1683080643415451,0.5819626900288548,328
11,2004-12-01,0.0,4,standard,standard,0.2872432768344879,1.149946928024292,0.17980438470840454,0.23776935136325214,307
12,2004-12-17,0.0,4,standard,standard,1.0829088687896729,1.5976122617721558,0.012033575214445591,0.030714075467746068,237
13,2005-01-01,0.0,4,standard,standard,0.25777485966682434,1.4250354766845703,0.04096708074212074,0.08319292050570348,224
14,2005-01-12,0.0,4,standard,standard,0.701118528842926,1.3407779932022095,0.0054144239984452724,0.009733432200788593,279
15,2005-01-26,0.0,4,standard,standard,0.2854226231575012,2.018606662750244,0.08361777663230896,0.34072344674286825,296
16,2005-02-11,0.0,4,standard,standard,0.20760008692741394,1.3082793951034546,0.05287965014576912,0.09050854350374778,281
17,2005-02-23,0.0,4,standard,standard,0.3332708179950714,0.8407312631607056,0.05030671879649162,0.0355582506004339,331
18,2005-03-09,0.0,4,standard,standard,0.41895443201065063,2.808095932006836,0.02149481326341629,0.16949525990510686,320
19,2005-03-23,0.0,4,standard,standard,0.15059009194374084,1.157148838043213,0.1113496795296669,0.14909648969972117,281
0,2004-06-30,0.0,5,standard,standard,0.3448408842086792,0.0,0.0,0.0,332
1,2004-07-14,0.0,5,standard,standard,0.41056394577026367,0.589765727519989,0.045394718647003174,0.01578935506713329,213
2,2004-07-31,0.0,5,standard,standard,0.6465007662773132,2.501310348510742,0.023410670459270477,0.14647011125273005,195
3,2004-08-11,0.0,5,standard,standard,0.5146769285202026,1.4069782495498657,0.015241799876093864,0.030172481004073,220
4,2004-08-25,0.0,5,standard,standard,0.34836867451667786,1.578414797782898,0.12778548896312714,0.3183639076996496,166
5,2004-09-08,0.0,5,standard,standard,0.4955737292766571,1.030644178390503,0.11513037979602814,0.12229464657645156,237
6,2004-09-22,0.0,5,standard,standard,0.28785714507102966,1.0603092908859253,0.024961670860648155,0.028063303051543663,201
7,2004-10-07,0.0,5,standard,standard,0.1682656705379486,2.3673222064971924,0.013785301707684994,0.07725578674349243,116
8,2004-10-20,0.0,5,standard,standard,0.31991568207740784,0.7426848411560059,0.1610802412033081,0.08884876400352022,322
9,2004-11-03,0.0,5,standard,standard,0.2585279047489166,4.305335521697998,0.03710215911269188,0.6877224288351131,305
10,2004-11-17,0.0,5,standard,standard,0.9607018232345581,1.8594954013824463,0.22361069917678833,0.7731838906309302,328
11,2004-12-01,0.0,5,standard,standard,0.3353029787540436,1.149946928024292,0.20352649688720703,0.269138949134004,307
12,2004-12-17,0.0,5,standard,standard,0.8767091631889343,1.5976122617721558,0.006612079218029976,0.016876439169757125,237
13,2005-01-01,0.0,5,standard,standard,0.2211039811372757,1.4250354766845703,0.058735329657793045,0.1192753675043557,224
14,2005-01-12,0.0,5,standard,standard,0.7271148562431335,1.3407779932022095,0.00698607973754406,0.012558775133645526,279
15,2005-01-26,0.0,5,standard,standard,0.20161285996437073,2.018606662750244,0.05429745465517044,0.22124979453622448,296
16,2005-02-11,0.0,5,standard,standard,0.1793753206729889,1.3082793951034546,0.0419241227209568,0.07175711780781846,281
17,2005-02-23,0.0,5,standard,standard,0.2586643695831299,0.8407312631607056,0.05610889941453934,0.03965940045439554,331
18,2005-03-09,0.0,5,standard,standard,0.4159194827079773,2.808095932006836,0.04195210337638855,0.33080923189265926,320
19,2005-03-23,0.0,5,standard,standard,0.15880370140075684,1.157148838043213,0.11662159115076065,0.15615554474175047,281
0,2004-06-30,0.0,6,standard,standard,0.49238067865371704,0.0,0.0,0.0,332
1,2004-07-14,0.0,6,standard,standard,0.7053952217102051,0.589765727519989,0.10379191488027573,0.03610127887091856,213
2,2004-07-31,0.0,6,standard,standard,1.2814323902130127,2.501310348510742,0.035902831703424454,0.22462798590230953,195
3,2004-08-11,0.0,6,standard,standard,1.1995275020599365,1.4069782495498657,0.015370102599263191,0.03042646750888659,220
4,2004-08-25,0.0,6,standard,standard,0.8753112554550171,1.578414797782898,0.16969262063503265,0.4227710536738015,166
5,2004-09-08,0.0,6,standard,standard,0.7651584148406982,1.030644178390503,0.21826954185962677,0.23185189284894497,237
6,2004-09-22,0.0,6,standard,standard,0.41211947798728943,1.0603092908859253,0.03866099938750267,0.04346485249901494,201
7,2004-10-07,0.0,6,standard,standard,0.35022860765457153,2.3673222064971924,0.008367001079022884,0.04689046817765403,116
8,2004-10-20,0.0,6,standard,standard,0.5012884736061096,0.7426848411560059,0.21607722342014313,0.11918404198290918,322
9,2004-11-03,0.0,6,standard,standard,0.4030371308326721,4.305335521697998,0.03779362887144089,0.7005394527853508,305
10,2004-11-17,0.0,6,standard,standard,0.9827962517738342,1.8594954013824463,0.2197800874710083,0.7599386958657647,328
11,2004-12-01,0.0,6,standard,standard,0.4659004211425781,1.149946928024292,0.23697535693645477,0.31337098369004496,307
12,2004-12-17,0.0,6,standard,standard,1.2174614667892456,1.5976122617721558,0.010427971370518208,0.026615988510638795,237
13,2005-01-01,0.0,6,standard,standard,0.28794699907302856,1.4250354766845703,0.043460845947265625,0.08825707461952594,224
14,2005-01-12,0.0,6,standard,standard,0.6683586835861206,1.3407779932022095,0.006590024568140507,0.01184679244808779,279
15,2005-01-26,0.0,6,standard,standard,0.3534384071826935,2.018606662750244,0.10504589974880219,0.4280381812351156,296
16,2005-02-11,0.0,6,standard,standard,0.20708277821540833,1.3082793951034546,0.056774068623781204,0.09717421060380059,281
17,2005-02-23,0.0,6,standard,standard,0.4463128447532654,0.8407312631607056,0.08421304076910019,0.05952422418178175,331
18,2005-03-09,0.0,6,standard,standard,0.4353357255458832,2.808095932006836,0.03166183829307556,0.24966634716906466,320
19,2005-03-23,0.0,6,standard,standard,0.2506366968154907,1.157148838043213,0.17897209525108337,0.23964246030031203,281
0,2004-06-30,0.0,7,standard,standard,0.2742616534233093,0.0,0.0,0.0,332
1,2004-07-14,0.0,7,standard,standard,0.3755829930305481,0.589765727519989,0.05042273923754692,0.017538219356970527,213
2,2004-07-31,0.0,7,standard,standard,0.6107332706451416,2.501310348510742,0.03655256703495979,0.22869308973862984,195
3,2004-08-11,0.0,7,standard,standard,0.4913009703159332,1.4069782495498657,0.007352659944444895,0.014555235884649782,220
4,2004-08-25,0.0,7,standard,standard,0.2920694351196289,1.578414797782898,0.1253420114517212,0.3122762442629046,166
5,2004-09-08,0.0,7,standard,standard,0.409385621547699,1.030644178390503,0.10265931487083435,0.10904753942575343,237
6,2004-09-22,0.0,7,standard,standard,0.19271275401115417,1.0603092908859253,0.03639214113354683,0.0409140754650089,201
7,2004-10-07,0.0,7,standard,standard,0.1922357678413391,2.3673222064971924,0.010636210441589355,0.05960760403062129,116
8,2004-10-20,0.0,7,standard,standard,0.31103235483169556,0.7426848411560059,0.16929785907268524,0.09338144402245482,322
9,2004-11-03,0.0,7,standard,standard,0.17467978596687317,4.305335521697998,0.036634162068367004,0.6790476758905963,305
10,2004-11-17,0.0,7,standard,standard,0.8564996719360352,1.8594954013824463,0.24496376514434814,0.8470168811026607,328
11,2004-12-01,0.0,7,standard,standard,0.2709369659423828,1.149946928024292,0.25196269154548645,0.3331899043155491,307
12,2004-12-17,0.0,7,standard,standard,0.6510438323020935,1.5976122617721558,0.007824165746569633,0.019970126328193238,237
13,2005-01-01,0.0,7,standard,standard,0.3056066632270813,1.4250354766845703,0.05613910034298897,0.11400313684772992,224
14,2005-01-12,0.0,7,standard,standard,0.8693310022354126,1.3407779932022095,0.00944618508219719,0.01698127115277049,279
15,2005-01-26,0.0,7,standard,standard,0.20401011407375336,2.018606662750244,0.08877509087324142,0.36173833083663665,296
16,2005-02-11,0.0,7,standard,standard,0.20299139618873596,1.3082793951034546,0.05331891030073166,0.09126037897798589,281
17,2005-02-23,0.0,7,standard,standard,0.26033997535705566,0.8407312631607056,0.06786827743053436,0.04797127052665208,331
18,2005-03-09,0.0,7,standard,standard,0.4268737733364105,2.808095932006836,0.05065343528985977,0.39942273860799987,320
19,2005-03-23,0.0,7,standard,standard,0.1665870100259781,1.157148838043213,0.16609783470630646,0.22240390997117127,281
0,2004-06-30,0.0,8,standard,standard,0.42732974886894226,0.0,0.0,0.0,332
1,2004-07-14,0.0,8,standard,standard,0.5372321605682373,0.589765727519989,0.06524675339460373,0.022694361525536045,213
2,2004-07-31,0.0,8,standard,standard,0.8198724389076233,2.501310348510742,0.029356997460126877,0.1836736240216544,195
3,2004-08-11,0.0,8,standard,standard,0.5916225910186768,1.4069782495498657,0.005277111195027828,0.010446504912985616,220
4,2004-08-25,0.0,8,standard,standard,0.4921601116657257,1.578414797782898,0.1238739863038063,0.3086188162835321,166
5,2004-09-08,0.0,8,standard,standard,0.5242413282394409,1.030644178390503,0.16917574405670166,0.17970311455045085,237
6,2004-09-22,0.0,8,standard,standard,0.23262418806552887,1.0603092908859253,0.04497060179710388,0.0505584595553653,201
7,2004-10-07,0.0,8,standard,standard,0.16466239094734192,2.3673222064971924,0.007727387361228466,0.04330593575116453,116
8,2004-10-20,0.0,8,standard,standard,0.2865244746208191,0.7426848411560059,0.18034499883651733,0.09947483391595384,322
9,2004-11-03,0.0,8,standard,standard,0.2363685965538025,4.305335521697998,0.029344765469431877,0.5439320477532783,305
10,2004-11-17,0.0,8,standard,standard,0.8509100675582886,1.8594954013824463,0.23074498772621155,0.7978522852910875,328
11,2004-12-01,0.0,8,standard,standard,0.32008635997772217,1.149946928024292,0.20251595973968506,0.26780263710532665,307
12,2004-12-17,0.0,8,standard,standard,0.892207682132721,1.5976122617721558,0.01089613139629364,0.02781090374625284,237
13,2005-01-01,0.0,8,standard,standard,0.20549263060092926,1.4250354766845703,0.03006674163043499,0.06105731726582422,224
14,2005-01-12,0.0,8,standard,standard,0.7394189834594727,1.3407779932022095,0.007129334844648838,0.012816302780690061,279
15,2005-01-26,0.0,8,standard,standard,0.2557951509952545,2.018606662750244,0.09172752499580383,0.37376882926694327,296
16,2005-02-11,0.0,8,standard,standard,0.17250943183898926,1.3082793951034546,0.05555018410086632,0.0950794160036009,281
17,2005-02-23,0.0,8,standard,standard,0.3113221526145935,0.8407312631607056,0.06663757562637329,0.04710137473114618,331
18,2005-03-09,0.0,8,standard,standard,0.4039859175682068,2.808095932006836,0.029257183894515038,0.23070467872974573,320
19,2005-03-23,0.0,8,standard,standard,0.13034212589263916,1.157148838043213,0.10749268531799316,0.143931999777687,281
0,2004-06-30,0.0,9,standard,standard,0.3001631498336792,0.0,0.0,0.0,332
1,2004-07-14,0.0,9,standard,standard,0.3653351366519928,0.589765727519989,0.05165516957640648,0.017966887730643675,213
2,2004-07-31,0.0,9,standard,standard,0.7120420932769775,2.501310348510742,0.05379154905676842,0.3365497023465887,195
3,2004-08-11,0.0,9,standard,standard,0.5353240966796875,1.4069782495498657,0.007395532447844744,0.014640105769108631,220
4,2004-08-25,0.0,9,standard,standard,0.3590753376483917,1.578414797782898,0.11165641993284225,0.2781800536039738,166
5,2004-09-08,0.0,9,standard,standard,0.35410672426223755,1.030644178390503,0.17566107213497162,0.18659200787877567,237
6,2004-09-22,0.0,9,standard,standard,0.18911896646022797,1.0603092908859253,0.04246988520026207,0.047747014436367585,201
7,2004-10-07,0.0,9,standard,standard,0.16051436960697174,2.3673222064971924,0.00900272186845541,0.05045318379884529,116
8,2004-10-20,0.0,9,standard,standard,0.25176626443862915,0.7426848411560059,0.17552810907363892,0.09681793013572677,322
9,2004-11-03,0.0,9,standard,standard,0.19935165345668793,4.305335521697998,0.03314484655857086,0.6143700238412806,305
10,2004-11-17,0.0,9,standard,standard,0.7942732572555542,1.8594954013824463,0.21594208478927612,0.746667945151965,328
11,2004-12-01,0.0,9,standard,standard,0.25369128584861755,1.149946928024292,0.2130657583475113,0.28175345802698426,307
12,2004-12-17,0.0,9,standard,standard,0.8703061938285828,1.5976122617721558,0.009728695265948772,0.024831180698679924,237
13,2005-01-01,0.0,9,standard,standard,0.2352810949087143,1.4250354766845703,0.03987758979201317,0.08098046278691874,224
14,2005-01-12,0.0,9,standard,standard,0.7716813683509827,1.3407779932022095,0.008250988088548183,0.014832682695787917,279
15,2005-01-26,0.0,9,standard,standard,0.2344367504119873,2.018606662750244,0.06880661845207214,0.2803713413811693,296
16,2005-02-11,0.0,9,standard,standard,0.16275440156459808,1.3082793951034546,0.03986123204231262,0.0682262844869312,281
17,2005-02-23,0.0,9,standard,standard,0.28018760681152344,0.8407312631607056,0.054152075201272964,0.03827626024129988,331
18,2005-03-09,0.0,9,standard,standard,0.39448288083076477,2.808095932006836,0.03238239139318466,0.25534819857580776,320
19,2005-03-23,0.0,9,standard,standard,0.13950321078300476,1.157148838043213,0.14972269535064697,0.2004777059031829,281
