conditional_slope,method,penalty_lambda,seed,intercept,score_slope,directional_gain,volatility,derivative_bound,jacobian_bound,residual_bound,separated_bound,mean_abs_model_derivative,mean_abs_remainder,jacobian_bound_holds,residual_bound_holds,derivative_bound_holds
0.5,standard,0.0,52,1.3181940222647819,0.028197794139586296,0.0007951155943384873,0.0034429910982953357,0.004246529892561125,0.00032224821260342566,0.006836397097611075,0.009074791854234699,0.0022057694186402793,0.20117171599121728,False,True,True
0.5,standard,0.0,53,1.0750269011785767,0.6147564924946183,0.37792554506428566,0.0038873803687789854,0.004597296052253986,0.15316745421835634,0.2198590079191995,0.3183758192272212,0.03059103324593307,0.24346892941303555,True,True,True
0.5,standard,0.0,54,0.8537553911790571,0.6755644803772732,0.4563873671474152,0.004018245531081864,0.00477044738151253,0.18496683295514513,0.2496806621081896,0.3796893536329939,0.017140279507630723,0.21849520019913987,True,True,True
0.5,standard,0.0,55,0.9757070897594088,-0.1948596013018687,0.03797026421952323,0.0004572440261145118,0.0009135007320114306,0.015388768455737601,0.02646426078668166,0.0339845168678868,0.049997886210144005,0.11995562341657517,True,True,True
0.5,standard,0.0,56,1.269420371968922,1.5305013504292364,2.3424343836657164,0.00022086240225758342,0.0004700289521891255,0.9493528974300814,1.2109494385534623,1.9311657330243293,0.3355638922114142,0.3954599183905248,True,True,True
0.5,standard,0.0,57,0.824709405367864,1.2133800613284262,1.4722911732293755,0.001957819203625489,0.002686782162470351,0.596697137351066,0.7461337700233007,1.2105841207874495,0.13703777327108696,0.2863144024176083,True,True,True
0.5,standard,0.0,58,0.9122914914443205,0.6853381761883026,0.4696884157411089,0.003900081888470849,0.004630381368819436,0.1903575449039344,0.2591894412177319,0.39137745939762336,0.020382681080425145,0.22857197974618024,True,True,True
0.5,standard,0.0,59,1.1109524163357527,-0.1455348114802817,0.02118038135260113,0.001242257887242969,0.0017939521063867045,0.008584085234566581,0.019578226543431918,0.021837540245008485,0.026669249536742407,0.14682622719945998,True,True,True
0.5,standard,0.0,60,1.2131826761719358,1.5226320693010034,2.3184084184638554,0.00025435847201255973,0.0005177142690737748,0.9396155405004727,1.1933632503671006,1.910213635598906,0.3209830741066255,0.38598285484367384,True,True,True
0.5,standard,0.0,61,1.434397196673539,1.0419641712487324,1.0856893341660578,0.0019100214306307418,0.002342410674544021,0.4400133136222663,0.6026134118698954,0.905669658787673,0.20374302339507713,0.354607744628122,True,True,True
0.5,standard,0.0,62,0.8394376814950673,-0.9395457821816219,0.8827462768152756,0.03746111127281322,0.057240442567703845,0.357763590491162,0.38466445034033625,0.7168185715126884,0.633176182242889,0.06912031198501226,True,True,True
0.5,standard,0.0,63,1.4692467961077738,0.11205639103713373,0.012556634772267025,0.004527266668259736,0.005497037001637361,0.005089012390762527,0.021469610234846063,0.021589961630339643,0.006885962628158061,0.23504337960773455,True,True,True
0.5,standard,0.0,64,0.6831680440046118,0.6621826322788764,0.4384858384917817,0.004407484339730213,0.0052346458951388125,0.17771161666556107,0.23278251523416263,0.36293826390732187,0.03604172715503066,0.19115556509217033,True,True,True
0.5,standard,0.0,65,0.7884971633356714,1.4640183221433807,2.1433496475715197,0.0009391903257388435,0.0017398613960393587,0.8686668930053356,1.0658658644937808,1.7583645811031479,0.20848450210832084,0.31452467230659126,True,True,True
