basis,dataset,deploy_mse,initial_risk,lambda,max_hazard,mean_gain,mean_hazard,method,seed,terminal_risk,val_directional_gain,val_mse,volatility
random_control,Air Quality,0.6194353699684143,0.4227998554706573,0.08,0.6622342853578191,0.0702854038914665,0.170174437423751,dtr,7,0.2627357244491577,0.0287852455829751,0.5061355829238892,0.070626431687372
random_control,Air Quality,0.7111377716064453,0.6241600513458252,0.08,0.6482022662144391,0.0727379047952126,0.1652899769196087,dtr,8,0.2617255449295044,0.0105122745037078,0.7280743718147278,0.1494516375987352
random_control,Air Quality,0.5756497383117676,0.4519515335559845,0.08,0.598262387420809,0.066183981555514,0.1602204550700867,dtr,9,0.2330579608678817,0.0104235386026316,0.4919649362564087,0.1051035135521597
standard,Air Quality,0.4578133225440979,0.4284462034702301,0.0,0.8977176161331512,0.0861231812858022,0.1926075782898522,standard,0,0.1510762274265289,0.1168078323890423,0.576192319393158,0.0897822009796782
standard,Air Quality,0.4437616765499115,0.3633093535900116,0.0,0.7907218189751611,0.0876770248403772,0.2120336355213247,standard,1,0.1760315746068954,0.0565878535139149,0.5339024662971497,0.0864975430771868
standard,Air Quality,0.5285694599151611,0.4660407900810241,0.0,0.7848976348693673,0.0856134181842207,0.192999583185354,standard,2,0.1798482835292816,0.0379468905514684,0.5773881673812866,0.1024637202889115
standard,Air Quality,0.4776527881622314,0.3648114502429962,0.0,0.6974579533871162,0.0739808215294033,0.1825465032178608,standard,3,0.1497494280338287,0.0277556427593888,0.5038521885871887,0.0812469845771306
standard,Air Quality,0.3967437148094177,0.295373260974884,0.0,0.7042569870277824,0.070477068494074,0.167664662252411,standard,4,0.1505900919437408,0.0228384503002824,0.4203884899616241,0.0622593274358471
standard,Air Quality,0.4098236560821533,0.3448408842086792,0.0,0.7731838906309302,0.0687133643310517,0.1762822647619623,standard,5,0.1588037014007568,0.0377449586473662,0.5110085010528564,0.051599573921458
standard,Air Quality,0.5947054624557495,0.492380678653717,0.0,0.7599386958657647,0.0908913546707481,0.2064966226436963,standard,6,0.2506366968154907,0.0646519295100508,0.6695612668991089,0.1063512638094969
standard,Air Quality,0.3803934454917907,0.2742616534233093,0.0,0.8470168811026607,0.0786169560858979,0.2004509538372469,standard,7,0.1665870100259781,0.0643291720028581,0.4026200473308563,0.0442115516923712
